city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
迪亚丁,迪亚丁,39.5400,43.6772,土耳其,TR,TUR,阿格里,minor,42123,1792559543
罗萨里奥港,罗萨里奥港,28.5000,-13.8667,西班牙,ES,ESP,加那利群岛,,42024,1724461156
赛德普尔达布拉,赛德普尔达布拉,25.3207,87.1793,印度,IN,IND,比哈尔,,41734,1356771686
戈拉哈特,戈拉哈特,26.5200,93.9700,印度,IN,IND,阿萨姆,,41489,1356013906
施瓦巴赫,施瓦巴赫,49.3292,11.0208,德国,DE,DEU,巴伐利亚,minor,41146,1276017987
南岛市,南岛市,32.6667,130.3000,日本,JP,JPN,长崎,,41903,1392999974
蒙特罗通多,蒙特罗通多,42.0500,12.6167,意大利,IT,ITA,拉齐奥,,41144,1380326356
格林诺克,格林诺克,55.9500,-4.7650,英国,GB,GBR,因弗克莱德,,41990,1826864377
锡德罗兰迪亚,锡德罗兰迪亚,-20.9319,-54.9608,巴西,BR,BRA,马托格罗索州（南马托格罗索）,,42132,1076992570
黑山,黑山,4.5671,-75.7504,哥伦比亚,CO,COL,金迪奥,minor,41857,1170267706
梅马里,梅马里,23.2000,88.1200,印度,IN,IND,西孟加拉邦,,41451,1356560015
阿蒙塔达,阿蒙塔达,-3.3608,-39.8308,巴西,BR,BRA,塞阿拉州,,42098,1076240159
卡塞雷斯,卡塞雷斯,7.6667,-75.3333,哥伦比亚,CO,COL,安蒂奥基亚,minor,42112,1170859204
普埃托加莱拉,普埃托加莱拉,13.5000,120.9542,菲律宾,PH,PHL,东民都洛,,41961,1608505295
凌泉,凌泉,36.9985,110.8417,中国,CN,CHN,山西,minor,41996,1156240475
科切拉,科切拉,33.6905,-116.1430,美国,US,USA,加利福尼亚,,42123,1840019294
蒙切戈尔斯克,蒙切戈尔斯克,67.9333,32.9167,俄罗斯,RU,RUS,摩尔曼斯克州,,42099,1643634027
德龙滕,德龙滕,52.5167,5.7167,荷兰,NL,NLD,弗莱沃兰省,minor,42011,1528712239
索兰,索兰,49.7833,72.8500,哈萨克斯坦,KZ,KAZ,(潘加西nan),,42058,1398259748
安达,安达,16.2896,119.9491,菲律宾,PH,PHL,河北,,41548,1608003034
立田葛庄,立田葛庄,39.8151,119.0219,中国,CN,CHN,巴伐利亚,,41676,1156516148
科堡,科堡,50.2667,10.9667,德国,DE,DEU,萨梅格列罗-上斯瓦涅季,minor,41249,1276428862
波季,波季,42.1500,41.6667,格鲁吉亚,GE,GEO,东阿塞拜疆,minor,41465,1268764439
萨拉卜,萨拉卜,37.9414,47.5367,伊朗,IR,IRN,纳拉提瓦特,minor,42057,1364335741
宋卡科洛克,宋卡科洛克,6.0333,101.9667,泰国,TH,THA,极北省,minor,41590,1764527716
亚古瓦,亚古瓦,10.3428,15.2406,喀麦隆,CM,CMR,Extrême-Nord,,41957,1120388576
林顿厅,林顿厅,38.7551,-77.5750,美国,US,USA,弗吉尼亚,,42089,1840006100
巴塞罗纳-波佐迪戈托,巴塞罗纳-波佐迪戈托,38.1500,15.2167,意大利,IT,ITA,西西里,,41389,1380260535
科尤卡德卡塔兰,科尤卡德卡塔兰,18.3256,-100.6992,墨西哥,MX,MEX,格雷罗,minor,42069,1484460732
科雷诺夫斯克,科雷诺夫斯克,45.4686,39.4519,俄罗斯,RU,RUS,(克拉斯诺达尔边疆区),minor,42019,1643474762
圣何塞德博卡伊,圣何塞德博卡伊,13.5428,-85.5397,尼加拉瓜,NI,NIC,希诺特加,minor,42029,1558566609
茅育,茅育,23.1833,95.4000,缅甸,MM,MMR,萨加?,,42000,1104497959
皮特树角,皮特树角,33.9670,-84.2320,美国,US,USA,格鲁吉亚,,42065,1840029447
伍德劳恩,伍德劳恩,39.3054,-76.7489,美国,US,USA,马里兰,,42053,1840005697
新磊头,新磊头,37.9752,115.2106,中国,CN,CHN,河北,,40761,1156223072
索利曼 (Soliman),索利曼 (Soliman),36.7000,10.4833,突尼斯,TN,TUN,(纳布勒),,41579,1788428570
Kibawe(基巴韦),Kibawe(基巴韦),7.5678,124.9903,菲律宾,PH,PHL,布基农,,41897,1608899134
Tequila(特基拉),Tequila(特基拉),20.8794,-103.8356,墨西哥,MX,MEX,哈利斯科,minor,42009,1484763049
Moatize(莫阿蒂泽),Moatize(莫阿蒂泽),-16.1167,33.7333,莫桑比克,MZ,MOZ,特特,,42000,1508074512
Merano(梅拉诺),Merano(梅拉诺),46.6696,11.1594,意大利,IT,ITA,特伦蒂诺-上阿迪杰,,40485,1380000095
Santa Rosa del Sur(南圣罗莎),Santa Rosa del Sur(南圣罗莎),7.9667,-74.0500,哥伦比亚,CO,COL,玻利瓦尔,minor,42003,1170579856
Vasto(瓦斯特),Vasto(瓦斯特),42.1116,14.7082,意大利,IT,ITA,阿布鲁佐,,41433,1380806117
Shimotsuma(柴野),Shimotsuma(柴野),36.1844,139.9675,日本,JP,JPN,茨城,,41499,1392100062
Yinggen(营根),Yinggen(营根),19.0372,109.8283,中国,CN,CHN,海南,minor,41835,1156066518
Fenoarivo Atsinanana(菲纳里武阿齐纳纳),Fenoarivo Atsinanana(菲纳里武阿齐纳纳),-17.3814,49.4092,马达加斯加,MG,MDG,塔马塔维,minor,41734,1450763584
Kolchugino(科尔丘金诺),Kolchugino(科尔丘金诺),56.3167,39.3667,俄罗斯,RU,RUS,弗拉基米尔州,,41953,1643216490
比尔里卡,比尔里卡,42.5587,-71.2673,美国,US,USA,马萨诸塞州,,41995,1840053475
北港,北港,23.5667,120.3000,台湾,TW,TWN,云林,,40988,1158593332
拉贾奥里,拉贾奥里,33.3800,74.3100,印度,IN,IND,查谟和克什米尔,,41552,1356109150
塔迪夫,塔迪夫,36.3481,37.5308,叙利亚,SY,SYR,哈勒普,minor,41786,1760362095
斯帕斯克-达利尼,斯帕斯克-达利尼,44.6000,132.8167,俄罗斯,RU,RUS,滨海边疆区,,41127,1643943494
基希海姆-泰克,基希海姆-泰克,48.6483,9.4511,德国,DE,DEU,巴登-符腾堡州,,40954,1276389368
诺尔廷根,诺尔廷根,48.6333,9.3333,德国,DE,DEU,巴登-符腾堡州,,41093,1276408465
派恩布拉夫,派恩布拉夫,34.2116,-92.0173,美国,US,USA,阿肯色州,,41964,1840014699
瓦尔格姆格兰德多苏,瓦尔格姆格兰德多苏,-21.8319,-46.8939,巴西,BR,BRA,圣保罗,,41807,1076083512
帕姆班,帕姆班,9.2790,79.2109,印度,IN,IND,泰米尔纳德邦,,40822,1356135474
西班牙福克,西班牙福克,40.1101,-111.6405,美国,US,USA,犹他州,,41953,1840021398
洪凤村,洪凤村,21.9231,111.9329,中国,CN,CHN,广东省,,40985,1156556630
San,San,13.3004,-4.9000,马里,ML,MLI,塞古,minor,41386,1466198810
梅迪亚内拉,梅迪亚内拉,-25.2950,-54.0939,巴西,BR,BRA,巴拉那,,41817,1076066608
伊沙卡,伊沙卡,-0.5450,30.1383,乌干达,UG,UGA,布韦朱,,41063,1800035927
图伦,图伦,54.5667,100.5667,俄罗斯,RU,RUS,伊尔库茨克州,,41640,1643545822
温斯托夫,温斯托夫,52.4275,9.4294,德国,DE,DEU,下萨克森州,,41594,1276079483
佩德拉布兰卡,佩德拉布兰卡,-5.4539,-39.7169,巴西,BR,BRA,塞阿拉,,41890,1076190370
布拉加迪鲁,布拉加迪鲁,44.3708,25.9750,罗马尼亚,RO,ROU,伊尔福夫,,40080,1642514395
纳加,纳加,7.7978,122.6944,菲律宾,PH,PHL,三宝颜锡布格省,,41743,1608430919
圣佩德罗内克塔,圣佩德罗内克塔,15.5000,-91.7667,危地马拉,GT,GTM,Huehuetenango (韦韦特南戈),minor,41562,1320888118
卡西布,卡西布,16.3181,121.2958,菲律宾,PH,PHL,Nueva Vizcaya (新比斯开),,41776,1608558514
达兰,达兰,11.6341,124.7947,菲律宾,PH,PHL,Samar (萨马),,41608,1608081438
拜特法希赫,拜特法希赫,14.5161,43.3244,也门,YE,YEM,Al ?udaydah (胡达伊达),minor,41652,1887465006
亚拉瓜,亚拉瓜,-15.7569,-49.3339,巴西,BR,BRA,Goiás (戈亚斯),,41870,1076016135
南柏舍镇,南柏舍镇,37.7526,114.8524,中国,CN,CHN,Hebei (河北),,41138,1156242216
科洛米埃,科洛米埃,43.6139,1.3367,法国,FR,FRA,Occitanie (奥克西塔尼),,39968,1250882748
萨苏洛,萨苏洛,44.5517,10.7856,意大利,IT,ITA,Emilia-Romagna (艾米利亚-罗马涅),,40826,1380620922
圣米格尔,圣米格尔,8.9322,126.0403,菲律宾,PH,PHL,Surigao del Sur (苏里高德尔苏尔),,41809,1608334875
贾丁奥波利斯,贾丁奥波利斯,-21.0178,-47.7639,巴西,BR,BRA,S?o Paulo (圣保罗),,41799,1076497660
Tramandaí,Tramandaí,-29.9850,-50.1339,巴西,BR,BRA,Rio Grande do Sul,,41585,1076409044
(特拉曼达伊) Socorro,(特拉曼达伊) Socorro,13.0583,121.4117,菲律宾,PH,PHL,东方民都洛,,41585,1608390330
(索科罗) Wijchen,(索科罗) Wijchen,51.8000,5.7333,荷兰,NL,NLD,格尔德兰,minor,41261,1528300433
(维伊肯) 伊赫纳西亚·阿尔·马迪纳,(维伊肯) 伊赫纳西亚·阿尔·马迪纳,29.0833,30.9333,埃及,EG,EGY,班尼苏韦夫,,40001,1818108314
(伊赫纳西·阿尔·马迪纳) Tabogon,(伊赫纳西·阿尔·马迪纳) Tabogon,10.9333,124.0333,菲律宾,PH,PHL,宿务,,41432,1608318557
(塔博贡) Dhamdāha,(塔博贡) Dhamdāha,25.7435,87.1835,印度,IN,IND,比哈尔,,40916,1356885272
(达姆达哈) Sānand,(达姆达哈) Sānand,22.9800,72.3800,印度,IN,IND,古吉拉特,,41530,1356038288
(萨南德) Oqtosh Shahri,(萨南德) Oqtosh Shahri,39.9269,65.9256,乌兹别克斯坦,UZ,UZB,撒马尔罕,minor,41600,1860821760
(奥克托什) Satka,(奥克托什) Satka,55.0500,59.0333,俄罗斯,RU,RUS,车里雅宾斯克州,,41798,1643644802
(萨特卡) Santa Cruz,(萨特卡) Santa Cruz,17.0853,120.4553,菲律宾,PH,PHL,伊罗戈斯南部,,41366,1608559758
圣玛利亚达维多利亚,圣玛利亚达维多利亚,-13.3978,-44.1978,巴西,BR,BRA,巴伊亚,,41795,1076607443
老城区,老城区,14.5233,-90.7667,危地马拉,GT,GTM,萨卡特佩quez（萨卡特佩克）,minor,41010,1320909841
塔古丁,塔古丁,16.9361,120.4464,菲律宾,PH,PHL,伊洛克苏尔,,41538,1608233490
埃伯斯瓦尔德,埃伯斯瓦尔德,52.8333,13.8333,德国,DE,DEU,勃兰登堡,minor,41103,1276311453
霍伊尼斯,霍伊尼斯,53.7000,17.5500,波兰,PL,POL,波美拉尼亚,minor,39937,1616746687
阿蒙泰,阿蒙泰,-2.4177,115.2494,印度尼西亚,ID,IDN,南加里曼丹,minor,41554,1360306329
吴界,吴界,24.7000,121.7833,台湾,TW,TWN,宜兰,,40750,1158382320
菲奇堡,菲奇堡,42.5912,-71.8156,美国,US,USA,马萨诸塞,,41796,1840000435
汉普菲尔德,汉普菲尔德,40.2847,-79.5841,美国,US,USA,宾夕法尼亚,,41795,1840151151
南北,南北,35.3167,139.1000,日本,JP,JPN,神奈川,,41259,1392514585
Kearny,Kearny,40.7528,-74.1202,美国,US,USA,New Jersey,,41790,1840003601
蒂明斯,蒂明斯,48.4667,-81.3333,加拿大,CA,CAN,安大略,,41788,1124760634
米科洛夫 (Mikolów),米科洛夫 (Mikolów),50.1667,18.9000,波兰,PL,POL,西里西亚(?l?skie),minor,41266,1616187671
马利利波特,马利利波特,13.3167,123.7333,菲律宾,PH,PHL,阿尔拜(Albay),,40857,1608138791
科尼格斯温特,科尼格斯温特,50.6736,7.1947,德国,DE,DEU,亚琛-威斯特法伦(North Rhine-Westphalia),,41243,1276951419
因迪,因迪,17.1773,75.9526,印度,IN,IND,卡纳塔克(Karnātaka),,41556,1356047992
帕齐西亚,帕齐西亚,14.6336,-90.9268,危地马拉,GT,GTM,奇马尔特南戈(Chimaltenango),minor,40848,1320491635
皮莱鲁 (Pīleru),皮莱鲁 (Pīleru),13.6549,78.9471,印度,IN,IND,安得拉邦(Andhra Pradesh),,41489,1356034538
佛陀伽耶,佛陀伽耶,24.6981,84.9869,印度,IN,IND,比哈尔(Bihār),,40731,1356203235
大村 (Dacun),大村 (Dacun),23.9911,120.5394,台湾,TW,TWN,彰化(Changhua),,40459,1158383737
Myski,Myski,53.7000,87.8167,俄罗斯,RU,RUS,克麦罗沃州,,41379,1643972343
圣克鲁斯德塔克斯,圣克鲁斯德塔克斯,11.8231,-70.2535,委内瑞拉,VE,VEN,法尔孔,minor,41579,1862415425
拉杰吉尔,拉杰吉尔,25.0300,85.4200,印度,IN,IND,比哈尔,,41587,1356823690
贡萨加,贡萨加,18.2614,121.9969,菲律宾,PH,PHL,卡加延,,41680,1608287955
博尔巴,博尔巴,-4.3878,-59.5939,巴西,BR,BRA,亚马逊州,,41748,1076143096
斯特列日沃伊,斯特列日沃伊,60.7333,77.5833,俄罗斯,RU,RUS,托木斯克州,,41541,1643011459
普埃布洛纽沃,普埃布洛纽沃,8.5008,-75.5072,哥伦比亚,CO,COL,科尔多瓦,minor,41684,1170000348
克维德津,克维德津,53.7358,18.9308,波兰,PL,POL,波美拉尼亚,minor,40008,1616851475
波季尔斯克,波季尔斯克,47.7419,29.5350,乌克兰,UA,UKR,敖德萨州,minor,40155,1804566477
瓦拉什,瓦拉什,51.3444,25.8508,乌克兰,UA,UKR,里夫内州,minor,41711,1804357890
Panchimalco,Panchimalco,13.6167,-89.1833,萨尔瓦多,SV,SLV,圣萨尔瓦多,,41260,1222019251
雅卡奇,雅卡奇,36.7500,36.2167,土耳其,TR,TUR,哈泰,minor,41409,1792903398
萨兰德,萨兰德,39.8750,20.0100,阿尔巴尼亚,AL,ALB,发罗尔(Val?),,41000,1008879697
兰甘杰曼迪,兰甘杰曼迪,24.6472,75.9444,印度,IN,IND,拉贾斯坦,,41328,1356742923
乌斯季库特,乌斯季库特,56.7833,105.6333,俄罗斯,RU,RUS,伊尔库茨克州,,41689,1643157794
圣多明各,圣多明各,9.9880,-84.0686,哥斯达黎加,CR,CRI,埃雷迪亚,,40072,1188708621
多哈扎里,多哈扎里,22.1628,92.0728,孟加拉国,BD,BGD,吉大港,,40147,1050014013
加图恩达,加图恩达,-1.4350,30.0211,卢旺达,RW,RWA,东部省,,41000,1646499404
斯温乌斯切,斯温乌斯切,53.9167,14.2500,波兰,PL,POL,西波莫瑞省,minor,41479,1616487084
斯佩斯佩,斯佩斯佩,-17.4500,-66.3833,玻利维亚,BO,BOL,科恰班巴,,41571,1068181864
Jayamkondacholapuram (贾亚姆孔达乔拉帕拉姆),Jayamkondacholapuram (贾亚姆孔达乔拉帕拉姆),11.2127,79.3637,印度,IN,IND,泰米尔纳德邦,,41273,1356333547
Nanmeng (南孟),Nanmeng (南孟),39.1773,116.3751,中国,CN,CHN,河北,,41019,1156209822
Maplewood (梅普尔伍德),Maplewood (梅普尔伍德),44.9842,-93.0247,美国,US,USA,明尼苏达,,41673,1840008937
Yangtangxu (杨塘徐),Yangtangxu (杨塘徐),21.6172,110.0319,中国,CN,CHN,广东,,40616,1156069203
Patulul (帕图卢尔),Patulul (帕图卢尔),14.4167,-91.1667,危地马拉,GT,GTM,苏奇特佩克,minor,41543,1320760305
Arraiján (阿劳扬),Arraiján (阿劳扬),8.9500,-79.6500,巴拿马,PA,PAN,巴拿马西区,minor,41041,1591458943
Tuchín (图钦),Tuchín (图钦),9.1858,-75.5553,哥伦比亚,CO,COL,科尔多瓦,minor,41345,1170331155
Herstal (埃尔斯塔),Herstal (埃尔斯塔),50.6667,5.6333,比利时,BE,BEL,瓦隆,,39958,1056571016
Yuzawa (汤泽),Yuzawa (汤泽),39.1641,140.4948,日本,JP,JPN,秋田,,41601,1392884972
Lidk?ping (利德雪平),Lidk?ping (利德雪平),58.5000,13.1833,瑞典,SE,SWE,韦斯特拉哥塔兰,minor,40000,1752263259
圣日耳曼昂莱,圣日耳曼昂莱,48.8989,2.0938,法国,FR,FRA,法兰西岛,minor,40806,1250764383
坎图,坎图,45.7333,9.1333,意大利,IT,ITA,伦巴第,,39932,1380683045
科潘,科潘,14.8375,-89.1425,洪都拉斯,HN,HND,科潘,,41542,1340766034
弗雷德里西亚,弗雷德里西亚,55.5667,9.7500,丹麦,DK,DNK,南丹麦,minor,40886,1208515471
佩达帕利,佩达帕利,18.6162,79.3832,印度,IN,IND,安得拉邦,,41171,1356814846
帕拉纳伊巴,帕拉纳伊巴,-19.6769,-51.1908,巴西,BR,BRA,南马托格罗索,,41626,1076355277
梅布尔顿,梅布尔顿,33.8133,-84.5655,美国,US,USA,格鲁吉亚,,41632,1840013690
索雷尔-特雷西,索雷尔-特雷西,46.0333,-73.1167,加拿大,CA,CAN,魁北克,,41629,1124000182
纳尼塔尔,纳尼塔尔,29.3919,79.4542,印度,IN,IND,北方邦,,41377,1356070793
马萨基,马萨基,33.7833,132.7167,日本,JP,JPN,爱媛,,39681,1392691084
庇拉特,庇拉特,19.6667,-72.5500,海地,HT,HTI,北方,,40445,1332272986
卡拉布拉克,卡拉布拉克,43.3167,44.9167,俄罗斯,RU,RUS,印古什,,41469,1643010318
谢尔茨,谢尔茨,29.5650,-98.2535,美国,US,USA,德克萨斯,,41607,1840022213
安博希特里马纳加,安博希特里马纳加,-18.8667,47.4333,马达加斯加,MG,MDG,安塔那那利佛,,41604,1450986963
拉迪斯波利,拉迪斯波利,41.9544,12.0742,意大利,IT,ITA,拉齐奥,,41604,1380799057
亚鲁马尔,亚鲁马尔,7.0000,-75.5000,哥伦比亚,CO,COL,安蒂奥基亚,minor,41542,1170371045
纽南,纽南,33.3767,-84.7761,美国,US,USA,格鲁吉亚,,41598,1840014833
蒂永维尔,蒂永维尔,49.3589,6.1692,法国,FR,FRA,大东部,minor,40778,1250564736
阿亚戈兹,阿亚戈兹,47.9667,80.4333,哈萨克斯坦,KZ,KAZ,茨城,minor,41593,1398040009
ikit巴拉克,ikit巴拉克,36.8019,140.7510,日本,JP,JPN,Ibaraki,,41352,1392092741
阿曼西奥,阿曼西奥,20.8197,-77.5844,古巴,CU,CUB,拉斯图纳斯,minor,41523,1192932562
阿尔梅纳拉,阿尔梅纳拉,-16.1005,-40.7101,巴西,BR,BRA,米纳斯吉拉斯,,41552,1076953924
赫勒沃茨卢斯,赫勒沃茨卢斯,51.8167,4.1333,荷兰,NL,NLD,南荷兰省,minor,40312,1528739669
高林村( Gaolincun ),高林村( Gaolincun ),39.0887,115.6617,中国,CN,CHN,河北,,40729,1156112859
克莱蒙,克莱蒙,28.5325,-81.7208,美国,US,USA,佛罗里达,,41562,1840015080
蒙德拉贡,蒙德拉贡,12.5167,124.7500,菲律宾,PH,PHL,北萨马,,41415,1608295984
北福特迈尔斯,北福特迈尔斯,26.7244,-81.8485,美国,US,USA,佛罗里达,,41551,1840014222
施瓦本霍尔,施瓦本霍尔,49.1122,9.7375,德国,DE,DEU,巴登-符腾堡,minor,41141,1276556451
白其干( Baichigan ),白其干( Baichigan ),39.5275,115.8564,中国,CN,CHN,河北,,40748,1156121364
塔尔切尔,塔尔切尔,20.9500,85.2300,印度,IN,IND,奥里萨,,40841,1356034796
Geel,Geel,51.1667,5.0000,比利时,BE,BEL,佛兰德斯,,41146,1056650070
锡安帕夏(Shin'anpasha),锡安帕夏(Shin'anpasha),38.7500,30.2500,土耳其,TR,TUR,阿菲永卡拉希萨尔,minor,41468,1792852826
马约恩(Maayon),马约恩(Maayon),11.3903,122.7828,菲律宾,PH,PHL,卡皮兹,,41226,1608644841
阿尔卡卡拉(Alcala),阿尔卡卡拉(Alcala),17.9031,121.6556,菲律宾,PH,PHL,卡加延,,41295,1608450739
帕利亚卡兰(Paliā Kalān),帕利亚卡兰(Paliā Kalān),28.4500,80.5833,印度,IN,IND,北方邦,,41126,1356677252
上萨尔达(Verkhnyaya Salda),上萨尔达(Verkhnyaya Salda),58.0456,60.5533,俄罗斯,RU,RUS,斯维尔德洛夫斯克州,,41484,1643609151
马尔堡(Marlborough),马尔堡(Marlborough),42.3494,-71.5468,美国,US,USA,马萨诸塞州,,41505,1840000427
葡萄园(Vineyard),葡萄园(Vineyard),38.4740,-121.3240,美国,US,USA,加利福尼亚州,,41505,1840018846
埃尔津(Erzin),埃尔津(Erzin),36.9533,36.2033,土耳其,TR,TUR,哈泰,minor,41368,1792613172
阿加尔(Agar),阿加尔(Agar),23.7118,76.0157,印度,IN,IND,中央邦,,41193,1356322371
圣托马斯,圣托马斯,16.2833,120.3833,菲律宾,PH,PHL,拉联盟,,40846,1608081597
科摩罗,科摩罗,36.3275,138.4258,日本,JP,JPN,长野,,41066,1392003412
莫林霍斯,莫林霍斯,-17.7319,-49.1008,巴西,BR,BRA,戈亚斯,,41460,1076391164
伯里圣埃德蒙兹,伯里圣埃德蒙兹,52.2474,0.7183,英国,GB,GBR,萨福克,,40664,1826257341
兹杜恩斯卡沃拉,兹杜恩斯卡沃拉,51.6000,18.9667,波兰,PL,POL,洛兹克,minor,39846,1616720651
新地平线,新地平线,-21.4678,-49.2208,巴西,BR,BRA,圣保罗,,41414,1076842025
莱宁费登-埃希特丁根,莱宁费登-埃希特丁根,48.6928,9.1428,德国,DE,DEU,巴登-符腾堡,,40100,1276447188
新特库姆塞,新特库姆塞,44.0833,-79.7500,加拿大,CA,CAN,安大略,,41439,1124001571
梅尔萨,梅尔萨,11.6667,39.6583,埃塞俄比亚,ET,ETH,阿马拉,,41253,1231844606
塔巴卡,塔巴卡,36.9544,8.7581,突尼斯,TN,TUN,赞杜巴,,41293,1788433154
科拉姆,科拉姆,40.8812,-73.0059,美国,US,USA,纽约,,41431,1840005032
诺瓦苏尔,诺瓦苏尔,51.8000,15.7167,波兰,PL,POL,卢布斯卡,minor,39721,1616040847
维拉安吉拉,维拉安吉拉,-27.5833,-60.7167,阿根廷,AR,ARG,查科,minor,41403,1032039944
拉斯安,拉斯安,18.0667,121.6000,菲律宾,PH,PHL,卡加延,,41225,1608352483
斯泽格森米克洛斯,斯泽格森米克洛斯,47.3456,19.0483,匈牙利,HU,HUN,佩斯,minor,40519,1348768623
安特克拉,安特克拉,37.0183,-4.5597,西班牙,ES,ESP,安达卢西亚,,41348,1724357550
索夫斯克,索夫斯克,55.0808,21.8864,俄罗斯,RU,RUS,加里宁格勒州,minor,40486,1643001581
帕蒂,帕蒂,31.2800,74.8600,印度,IN,IND,旁遮普,,40976,1356157475
谢尔加提,谢尔加提,24.5700,84.7800,印度,IN,IND,比哈尔,,40666,1356992433
拉利伯塔德,拉利伯塔德,10.0333,123.2167,菲律宾,PH,PHL,内格罗斯东方省,,41089,1608768196
Compiègne,Compiègne,49.4149,2.8231,法国,FR,FRA,法国上法兰西大区,minor,40615,1250876040
康比尼,康比尼,51.0608,6.2197,德国,DE,DEU,德国亚琛-威斯特法伦州,,40712,1276391695
Hückelhoven,Hückelhoven,23.9475,115.5361,中国,CN,CHN,广东,,41181,1156351090
许克尔霍芬,许克尔霍芬,38.1536,115.3248,中国,CN,CHN,河北,,40683,1156343188
Tanxia,Tanxia,40.3427,-74.2567,美国,US,USA,新泽西州,,41356,1840081649
潭下,潭下,9.7822,-69.7931,委内瑞拉,VE,VEN,拉腊,minor,41327,1862715800
Tiegan,Tiegan,32.8333,35.0667,以色列,IL,ISR,海法,,39416,1376460777
铁杆,铁杆,14.5594,79.8725,印度,IN,IND,安得拉邦,,40776,1356094343
Marlboro,Marlboro,10.2025,-83.6223,哥斯达黎加,CR,CRI,利蒙,,41266,1188400409
万宝路,万宝路,49.6667,8.6167,德国,DE,DEU,黑森州,,40629,1276256416
尼奎罗,尼奎罗,20.0472,-77.5781,古巴,CU,CUB,格拉玛,minor,41252,1192749445
阿劳基塔,阿劳基塔,7.0303,-71.4356,哥伦比亚,CO,COL,阿拉乌卡,minor,41309,1170159021
皮尼亚斯,皮尼亚斯,-9.8839,-36.8289,巴西,BR,BRA,阿拉戈阿斯,,41237,1076704674
查韦斯,查韦斯,41.7406,-7.4714,葡萄牙,PT,PRT,维拉雷亚尔,minor,41243,1620516049
哈特菲尔德,哈特菲尔德,51.7636,-0.2258,英国,GB,GBR,赫特福德郡,,41265,1826844690
甘塔,甘塔,7.2375,-8.9814,利比里亚,LR,LBR,尼姆巴,,41106,1430766691
弗赖贝格,弗赖贝格,50.9119,13.3428,德国,DE,DEU,萨克森,minor,40461,1276914988
圣马特乌斯杜苏尔,圣马特乌斯杜苏尔,-25.8739,-50.3828,巴西,BR,BRA,巴拉那,,41257,1076883402
科孚尔,科孚尔,17.0170,81.7310,印度,IN,IND,安得拉邦,,39667,1356652394
住吉,住吉,34.3500,134.9000,日本,JP,JPN,兵库,,41056,1392003227
耶尔文佩亚,耶尔文佩亚,60.4750,25.0917,芬兰,FI,FIN,乌西马阿,minor,40106,1246825863
安远,安远,34.8839,105.2758,中国,CN,CHN,甘肃,,40828,1156792298
圣何塞德乌尔基科,圣何塞德乌尔基科,15.4781,120.4639,菲律宾,PH,PHL,塔拉克,,41182,1608469501
维拉努埃瓦,维拉努埃瓦,8.5833,124.7833,菲律宾,PH,PHL,米萨米斯东方,,40419,1608541985
营州林场,营州林场,18.4199,109.8553,中国,CN,CHN,海南,,40925,1156474301
圣胡安,圣胡安,16.6667,120.3333,菲律宾,PH,PHL,拉联合,,40507,1608765235
云仙,云仙,32.8353,130.1875,日本,JP,JPN,长崎,,41018,1392003351
宪法,宪法,-35.3333,-72.4167,智利,CL,CHL,马乌莱,,41207,1152065066
捷姆留克,捷姆留克,45.2667,37.3667,俄罗斯,RU,RUS,克拉斯诺达尔边疆区,minor,41133,1643588256
哈夫塞,哈夫塞,37.2489,37.8658,土耳其,TR,TUR,桑利乌尔法,minor,41142,1792654742
安格莱特,安格莱特,43.4850,-1.5183,法国,FR,FRA,新阿基坦,,39719,1250237596
圣马努埃尔,圣马努埃尔,-22.7308,-48.5708,巴西,BR,BRA,圣保罗,,41123,1076604538
阿玛米,阿玛米,28.3783,129.4944,日本,JP,JPN,冲绳,,41049,1392003169
瓦莱赫尔莫索,瓦莱赫尔莫索,10.3333,123.3167,菲律宾,PH,PHL,内格罗斯东方,,40779,1608255760
塔吉纳,塔吉纳,8.4578,126.1578,菲律宾,PH,PHL,苏里高德尔苏尔,,41051,1608525528
瓜达斯,瓜达斯,5.0694,-74.5981,哥伦比亚,CO,COL,昆迪纳马卡,minor,41142,1170513211
帕拉伊巴杜苏,帕拉伊巴杜苏,-22.1619,-43.2928,巴西,BR,BRA,里约热内卢,,41084,1076715765
马蒂瓜斯,马蒂瓜斯,12.8372,-85.4619,尼加拉瓜,NI,NIC,马塔加尔帕,minor,41127,1558837403
山河,山河,35.4844,108.3640,中国,CN,CHN,甘肃,minor,40728,1156310376
阿尔达申,阿尔达申,41.1900,40.9831,土耳其,TR,TUR,里泽,minor,41084,1792160424
彭希尔斯,彭希尔斯,40.4762,-79.8254,美国,US,USA,宾夕法尼亚州,,41132,1840133217
安博西特拉,安博西特拉,-20.5167,47.2500,马达加斯加,MG,MDG,菲亚纳兰措阿,minor,41078,1450276194
巴特利特,巴特利特,41.9804,-88.2071,美国,US,USA,伊利诺伊州,,41126,1840011246
塔帕坎,塔帕坎,6.4500,124.9333,菲律宾,PH,PHL,南哥打巴托,,41018,1608000995
皮拉尼,皮拉尼,28.3700,75.6000,印度,IN,IND,拉贾斯坦邦,,40590,1356536081
卡布加,卡布加,-1.9667,30.2167,卢旺达,RW,RWA,基加利,,40202,1646271073
马尔西亚内塞,马尔西亚内塞,41.0333,14.3000,意大利,IT,ITA,坎帕尼亚,,39792,1380095709
